name_song,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genres
IICONIC,0.549,0.751,-4.398,0.179,0.637,0.0,0.113,0.164,138.504,"desi hip hop, hindi hip hop"
Ba't Di Mo Pagbigyan,0.678,0.322,-9.334,0.0302,0.723,0.0,0.109,0.354,123.993,"desi hip hop, hindi hip hop"
The Moon Represents My Heart,0.391,0.127,-17.676,0.043,0.402,1.21e-05,0.102,0.237,143.764,chinese audiophile
So Sweet,0.438,0.202,-16.287,0.037,0.125,3.64e-05,0.096,0.36,115.802,chinese audiophile
The Missing Times,0.291,0.127,-17.44,0.0424,0.244,9.25e-06,0.286,0.313,139.447,chinese audiophile
My Grandma and Penghu Bay,0.661,0.251,-15.279,0.0416,0.208,0.0,0.099,0.302,92.09,chinese audiophile
超合金曲,0.357,0.639,-6.893,0.0762,0.582,0.0,0.136,0.393,75.767,
我蠢我認,0.637,0.507,-9.469,0.0345,0.826,0.0,0.125,0.407,140.057,
愛的故事上集,0.643,0.557,-8.661,0.0345,0.537,0.0,0.368,0.508,121.906,
風頭火勢,0.647,0.643,-6.298,0.0346,0.676,0.0,0.164,0.39,138.124,
傾心,0.443,0.599,-7.113,0.0329,0.0679,5.88e-06,0.222,0.363,153.069,
六月,0.524,0.638,-4.887,0.0405,0.275,0.0,0.164,0.307,119.712,cantopop
靠近一點點,0.764,0.455,-10.076,0.0262,0.868,2.67e-06,0.0962,0.478,105.07,mandopop
不敢哭,0.512,0.362,-10.468,0.0318,0.344,0.0,0.105,0.211,134.976,mandopop
ผิดไหม,0.622,0.4,-8.343,0.0333,0.0778,0.0,0.111,0.258,144.067,thai rock
ผิดไหม,0.622,0.4,-8.343,0.0333,0.0778,0.0,0.111,0.258,144.067,thai rock
น้ำตาคือคำตอบ,0.633,0.484,-6.518,0.0282,0.137,0.0,0.0968,0.46,139.912,thai rock
เงียบทำไม,0.552,0.653,-4.294,0.0276,0.00632,0.0,0.248,0.61,174.101,thai rock
เจ้าหญิง,0.709,0.832,-4.81,0.0288,0.00776,1.45e-05,0.361,0.737,124.012,thai rock
อย่าหักหลัง,0.504,0.808,-3.016,0.0263,0.00255,1.79e-06,0.0887,0.444,77.987,thai rock
อย่าหักหลัง,0.504,0.808,-3.016,0.0263,0.00255,1.79e-06,0.0887,0.444,77.987,thai rock
創聖のアクエリオン,0.505,0.888,-4.553,0.0448,0.095,0.0,0.357,0.594,151.088,anime
Go Tight!,0.409,0.978,-2.66,0.231,0.232,3.71e-06,0.359,0.479,171.548,anime
荒野のヒース,0.509,0.809,-7.87,0.0394,0.0524,7.79e-05,0.117,0.549,139.001,anime
Genesis of Aquarion,0.38,0.301,-9.469,0.0356,0.904,0.0,0.128,0.344,144.424,anime
Go Tight!,0.415,0.979,-2.675,0.215,0.251,1.22e-06,0.376,0.482,171.554,anime
プライド~嘆きの旅,0.453,0.642,-7.497,0.0389,0.411,0.0,0.173,0.608,187.165,anime
實情 - (劇集「人間蒸發」主題曲),0.653,0.412,-8.866,0.0296,0.795,0.0,0.126,0.499,77.485,hong kong tv drama
幸而 - (劇集《亂世佳人》主題曲),0.595,0.502,-8.478,0.0314,0.743,0.0,0.262,0.298,115.942,cantopop
High (Acoustic),0.531,0.577,-7.9,0.0324,0.475,0.0,0.0994,0.372,171.843,opm
High,0.487,0.549,-9.115,0.028,0.0991,0.0,0.295,0.268,171.891,opm
Bizarre Love Triangle,0.373,0.886,-4.629,0.0853,0.0086,0.0,0.0829,0.338,129.323,opm
눈의 꽃,0.32,0.375,-6.866,0.0286,0.603,3.56e-05,0.122,0.291,141.325,korean pop
Wild Flower,0.281,0.322,-9.145,0.0309,0.722,0.0,0.12,0.247,134.699,korean pop
Ke Xi Ta You Nu Peng You,0.732,0.714,-4.672,0.0356,0.215,0.0,0.121,0.252,94.97,hong kong tv drama
可惜他有女朋友,0.724,0.661,-5.947,0.0339,0.245,0.0,0.111,0.285,95.005,hong kong tv drama
I Think I,0.561,0.572,-6.997,0.0832,0.651,0.0,0.0977,0.181,179.781,korean ost
分手不要太悲哀,0.685,0.529,-6.183,0.031,0.253,0.0,0.0641,0.52,136.015,cantopop
先知,0.574,0.482,-6.697,0.0302,0.118,0.0,0.103,0.247,139.984,cantopop
預言書,0.54,0.52,-5.782,0.0265,0.513,0.0,0.203,0.516,140.033,cantopop
勇氣情歌,0.648,0.481,-6.924,0.0366,0.689,0.0,0.107,0.498,125.055,cantopop
Loving You,0.475,0.442,-6.588,0.0282,0.222,0.0,0.223,0.162,126.088,taiwan pop
祈禱,0.523,0.53,-5.198,0.0317,0.594,0.0,0.0821,0.23,130.037,taiwan pop
那女孩愛過我,0.392,0.539,-5.926,0.0289,0.365,0.0,0.238,0.178,147.986,taiwan pop
Hai Xiao,0.536,0.753,-4.08,0.0253,0.0395,2.28e-05,0.103,0.524,79.995,taiwan pop
風的季節,0.729,0.572,-7.129,0.0278,0.196,0.000259,0.112,0.536,103.957,taiwan pop
Mo Sheng Ren,0.647,0.73,-6.164,0.0509,0.53,2.26e-06,0.206,0.65,101.966,taiwan pop
暁の車,0.333,0.643,-4.555,0.0387,0.309,5.76e-06,0.0786,0.29,109.995,anime
nowhere,0.491,0.955,-3.791,0.047,0.013,0.000537,0.335,0.523,154.961,anime
瞳の欠片,0.548,0.718,-5.474,0.0302,0.405,1.86e-06,0.111,0.563,95.141,anime
nowhere,0.487,0.944,-3.947,0.0402,0.000607,0.399,0.338,0.59,154.976,anime
認真的雪,0.649,0.372,-10.435,0.0361,0.164,1.15e-06,0.347,0.438,104.961,mandopop
你还要我怎样,0.586,0.197,-14.649,0.0307,0.847,3.36e-06,0.0515,0.299,95.529,mandopop
丑八怪,0.569,0.399,-10.902,0.0395,0.784,0.0,0.114,0.287,124.026,mandopop
你還要我怎樣,0.589,0.199,-14.64,0.0311,0.841,3e-06,0.0516,0.298,95.447,mandopop
醜八怪,0.55,0.398,-10.792,0.0406,0.775,0.0,0.113,0.283,123.911,mandopop
其實,0.466,0.286,-11.13,0.0339,0.817,1.52e-05,0.0961,0.289,112.42,mandopop
方圓幾里,0.438,0.428,-9.444,0.0327,0.611,0.0,0.0777,0.422,117.37,mandopop
意外,0.525,0.639,-5.918,0.0241,0.108,0.0,0.0977,0.342,79.993,mandopop
演員,0.703,0.426,-10.676,0.0301,0.424,8.86e-06,0.111,0.186,91.613,mandopop
紳士,0.462,0.47,-7.6,0.0282,0.692,0.0,0.135,0.263,113.566,mandopop
演員,0.53,0.432,-10.678,0.0472,0.399,7.81e-06,0.113,0.186,182.842,mandopop
剛剛好,0.473,0.41,-10.925,0.043,0.603,7.06e-06,0.109,0.151,113.674,mandopop
紳士,0.462,0.47,-7.6,0.0282,0.692,0.0,0.135,0.263,113.566,mandopop
下雨了,0.324,0.339,-12.283,0.0465,0.634,2.56e-06,0.0939,0.134,178.686,mandopop
我好像在哪見過你,0.591,0.364,-12.231,0.0291,0.799,0.000726,0.136,0.121,124.175,mandopop
像風一樣,0.514,0.418,-9.053,0.0619,0.355,0.0,0.0604,0.147,117.705,mandopop
曖昧,0.694,0.362,-9.353,0.0378,0.187,3.16e-05,0.103,0.253,100.027,mandopop
其实,0.463,0.285,-11.127,0.0341,0.819,1.5e-05,0.0948,0.291,112.734,mandopop
有没有,0.509,0.405,-10.387,0.0359,0.655,0.0,0.128,0.169,135.973,mandopop
等我回家,0.545,0.388,-10.677,0.0308,0.222,5.62e-06,0.292,0.146,93.963,mandopop
方圆几里,0.42,0.424,-9.438,0.0325,0.617,0.0,0.0777,0.422,117.034,mandopop
剛剛好,0.473,0.41,-10.925,0.043,0.603,7.06e-06,0.109,0.151,113.674,mandopop
一半,0.628,0.465,-7.105,0.0374,0.392,0.0,0.0997,0.159,119.989,mandopop
像風一樣,0.514,0.418,-9.053,0.0619,0.355,0.0,0.0604,0.147,117.705,mandopop
天外來物,0.587,0.474,-7.107,0.0369,0.434,7.81e-06,0.354,0.367,135.606,mandopop
別怪她,0.554,0.375,-9.828,0.0296,0.395,0.0,0.141,0.296,133.868,cantopop
"紅蝴蝶 - (劇集 ""巾幗梟雄"" 主題曲)",0.595,0.621,-8.721,0.0365,0.256,0.0,0.143,0.448,136.98,cantopop
拖字闕,0.643,0.37,-10.06,0.0366,0.608,0.0,0.114,0.367,136.087,cantopop
心眼 - 劇集 “踩過界” 主題曲,0.582,0.588,-10.178,0.0317,0.393,0.0,0.11,0.379,134.164,cantopop
"甘心替代你 - 劇集 ""反黑路人甲"" 插曲",0.548,0.212,-10.388,0.0346,0.857,0.0,0.105,0.328,143.357,cantopop
Pagdating ng Panahon,0.567,0.222,-14.264,0.0258,0.734,2.86e-06,0.172,0.237,97.846,opm
Pakisabi Na Lang,0.65,0.263,-13.537,0.0339,0.793,2.25e-06,0.0972,0.244,119.957,opm
I See You Lord,0.407,0.15,-16.32,0.0295,0.89,5.32e-05,0.116,0.281,75.826,opm
Para Lang Sa'Yo,0.546,0.151,-13.719,0.0386,0.92,0.0,0.0875,0.331,143.689,opm
Dear Lady Of Fatima,0.558,0.213,-14.366,0.0272,0.76,4.67e-05,0.194,0.161,85.952,opm
How Did You Know,0.392,0.205,-15.813,0.0377,0.607,0.0039,0.112,0.178,175.325,opm
I'll Be There for You,0.424,0.208,-13.473,0.0379,0.859,1.56e-05,0.132,0.25,126.404,opm
Take Me I'll Follow,0.513,0.32,-14.458,0.0234,0.271,1.12e-05,0.173,0.35,77.979,opm
Power Of Two,0.766,0.484,-11.295,0.0302,0.308,0.0,0.0939,0.954,119.92,opm
Lead Me Lord,0.401,0.355,-6.517,0.0284,0.778,1.19e-05,0.11,0.19,134.631,opm
Almost over You,0.472,0.169,-15.099,0.042,0.941,1.51e-06,0.119,0.0929,134.027,opm
Almost over You,0.479,0.174,-15.191,0.0428,0.942,5.18e-06,0.137,0.101,131.124,opm
Miss You Like Crazy,0.421,0.276,-10.243,0.0382,0.743,0.0,0.106,0.118,126.734,opm
Sukob Na,0.555,0.467,-6.019,0.0269,0.41,1.48e-05,0.0655,0.301,95.489,opm
Ikaw Na Ang Bahala (Panalangin),0.559,0.367,-11.533,0.0272,0.648,1.54e-06,0.178,0.247,136.891,opm
Akala Mo...,0.331,0.204,-14.601,0.0315,0.747,0.000188,0.123,0.128,74.277,opm
Para Lang Sa 'Yo - Full Version,0.463,0.263,-9.265,0.0314,0.886,0.0,0.285,0.34,135.623,opm
Till There Was You,0.683,0.446,-11.813,0.0247,0.436,0.154,0.121,0.455,105.168,opm
Araw Gabi,0.335,0.242,-10.753,0.0338,0.639,0.000183,0.128,0.0721,116.48,opm
LET IT OUT(album version),0.592,0.895,-2.885,0.0346,0.0524,0.0,0.159,0.72,88.027,japanese soul
優しい赤,0.392,0.804,-2.554,0.0416,0.0115,0.0,0.315,0.436,81.91,japanese soul
LET IT OUT,0.517,0.871,-2.258,0.0387,0.0293,0.0,0.261,0.638,87.961,japanese soul
456Wing,0.757,0.578,-8.643,0.153,0.322,0.0,0.37,0.69,91.987,"c-pop, cantopop, hong kong hip hop"
愛似林一峰 (feat. 林一峰),0.686,0.338,-11.384,0.247,0.454,0.0,0.206,0.769,88.86,"c-pop, cantopop, hong kong hip hop"
風生水起 (feat. 麥玲玲),0.723,0.871,-4.551,0.282,0.044,0.0,0.339,0.762,80.058,"c-pop, cantopop, hong kong hip hop"
學海無涯,0.926,0.677,-5.965,0.0749,0.0108,0.0,0.0921,0.953,99.974,"c-pop, cantopop, hong kong hip hop"
全民皆估,0.807,0.773,-4.616,0.209,0.157,0.0,0.521,0.752,105.002,"c-pop, cantopop, hong kong hip hop"
粒粒皆辛苦,0.84,0.871,-4.532,0.0971,0.36,5.72e-06,0.0793,0.452,100.015,"c-pop, cantopop, hong kong hip hop"
456 Wing,0.748,0.723,-4.72,0.129,0.304,0.0,0.249,0.706,91.996,"c-pop, cantopop, hong kong hip hop"
舉高隻手,0.798,0.937,-3.236,0.103,0.174,0.0,0.418,0.648,103.0,"c-pop, cantopop, hong kong hip hop"
風生水起 (feat. 麥玲玲),0.675,0.876,-4.568,0.305,0.0472,0.0,0.216,0.758,160.027,"c-pop, cantopop, hong kong hip hop"
偉大航道,0.636,0.857,-8.31,0.0624,0.545,0.0,0.0835,0.885,165.992,"c-pop, cantopop, hong kong hip hop"
阿遲,0.7,0.446,-12.802,0.0506,0.712,1.47e-05,0.284,0.882,86.044,"c-pop, cantopop, hong kong hip hop"
問題兒童,0.816,0.659,-7.805,0.179,0.322,0.0,0.278,0.932,87.953,"c-pop, cantopop, hong kong hip hop"
Looking for You,0.643,0.852,-4.638,0.0292,0.128,9.74e-06,0.0712,0.591,139.975,"c-pop, cantopop, hong kong hip hop"
眠眠,0.852,0.609,-6.813,0.203,0.316,1.75e-05,0.0724,0.698,91.985,"c-pop, cantopop, hong kong hip hop"
24,0.745,0.838,-6.505,0.0457,0.0168,0.0,0.0759,0.456,150.028,"c-pop, cantopop, hong kong hip hop"
我要打多支,0.865,0.476,-9.011,0.154,0.373,0.0,0.0877,0.7,82.991,"c-pop, cantopop, hong kong hip hop"
寂寞是最無敵,0.767,0.89,-5.122,0.293,0.311,0.0,0.385,0.862,84.962,"c-pop, cantopop, hong kong hip hop"
愛 不愛我,0.69,0.609,-9.965,0.132,0.0837,9.79e-05,0.903,0.502,129.982,"c-pop, cantopop, hong kong hip hop"
重新找到你,0.64,0.842,-4.61,0.0286,0.111,9.02e-06,0.0692,0.634,139.992,"c-pop, cantopop, hong kong hip hop"
好彩分手,0.765,0.856,-6.05,0.142,0.0138,1.37e-06,0.505,0.733,88.037,"c-pop, cantopop, hong kong hip hop"
返老還童,0.575,0.736,-8.538,0.23,0.267,0.0,0.587,0.558,171.737,"c-pop, cantopop, hong kong hip hop"
Funny Jealousy,0.63,0.601,-6.321,0.0282,0.791,0.0,0.118,0.755,79.962,cantopop
傻女,0.637,0.833,-5.411,0.0325,0.0762,0.0,0.272,0.344,131.948,cantopop
面對後悔的各種方法,0.499,0.475,-6.752,0.0251,0.729,0.0,0.104,0.355,162.016,cantopop
櫻花草,0.541,0.583,-4.913,0.0329,0.733,0.000329,0.0841,0.39,148.118,taiwan idol pop
愛是怎麼一回事,0.471,0.633,-5.224,0.0317,0.668,0.0,0.0786,0.317,123.904,taiwan idol pop
Kung Malaya Lang Ako,0.519,0.441,-7.164,0.0283,0.71,0.0,0.151,0.28,137.13,opm
When I See You Smile,0.575,0.429,-8.691,0.0259,0.248,0.0,0.29,0.282,135.972,opm
On Bended Knee,0.606,0.484,-6.922,0.0276,0.433,0.0,0.108,0.258,116.568,opm
Ikaw Pala,0.4,0.285,-12.392,0.0283,0.112,0.0,0.11,0.282,173.948,opm
Story,0.586,0.632,-4.714,0.0268,0.427,0.0,0.109,0.391,125.94,j-pop
Story,0.616,0.559,-6.316,0.025,0.589,0.0,0.112,0.387,125.958,j-pop
Story,0.588,0.627,-5.188,0.0271,0.461,0.0,0.105,0.391,125.932,j-pop
ハピネス,0.628,0.915,-3.021,0.153,0.14,0.0,0.361,0.507,93.996,j-pop
ハピネス,0.642,0.914,-3.316,0.115,0.0948,0.0,0.365,0.448,94.004,j-pop
ママへ,0.459,0.706,-4.892,0.044,0.611,0.0,0.123,0.176,171.636,j-pop
Story - English Version,0.64,0.585,-6.641,0.0256,0.36,0.0,0.115,0.473,126.013,j-pop
みんながみんな英雄 - フルバージョン,0.653,0.848,-1.776,0.0412,0.574,0.0,0.106,0.684,116.99,j-pop
みんながみんな英雄 - フルバージョン,0.647,0.78,-3.739,0.0401,0.484,0.0,0.103,0.668,117.017,j-pop
Sacred River,0.209,0.205,-18.193,0.0315,0.733,0.945,0.13,0.0527,82.437,new age
Para Sa Akin,0.579,0.408,-11.299,0.0419,0.916,2.55e-05,0.117,0.465,126.106,opm
Till There Was You,0.744,0.568,-6.654,0.0301,0.631,0.00079,0.134,0.802,129.778,opm
Tattooed On My Mind,0.502,0.414,-12.51,0.0405,0.856,5.97e-05,0.136,0.387,143.012,opm
I Didn't Know I Was Looking for Love,0.686,0.525,-12.027,0.0416,0.773,4.74e-05,0.114,0.794,144.767,opm
Fly Me to the Moon,0.435,0.167,-13.895,0.0293,0.903,0.00154,0.0833,0.161,90.795,opm
Lost in Space,0.65,0.339,-12.585,0.0333,0.847,4.16e-05,0.137,0.354,107.875,opm
One Note Samba,0.727,0.293,-13.111,0.112,0.856,0.0,0.131,0.556,88.191,opm
Soft Melody,0.514,0.351,-12.52,0.0337,0.846,4.51e-05,0.104,0.151,125.798,opm
Hey Look At The Sun,0.547,0.361,-13.163,0.0396,0.665,5.83e-06,0.128,0.49,114.943,opm
At 17,0.741,0.377,-11.663,0.0342,0.892,0.000157,0.091,0.434,120.555,opm
2 Become One,0.382,0.113,-17.023,0.0387,0.905,6.19e-05,0.0873,0.257,136.734,opm
Hinahanap Hanap Kita,0.62,0.339,-12.945,0.0485,0.886,0.00883,0.123,0.699,118.551,opm
If You Leave Me Now,0.765,0.331,-14.97,0.0446,0.728,0.00244,0.0988,0.535,116.091,opm
I Need to Be in Love,0.618,0.257,-15.187,0.0549,0.887,3.27e-05,0.12,0.224,96.136,opm
Till There Was You,0.744,0.568,-6.654,0.0301,0.631,0.00079,0.134,0.802,129.778,opm
Someday We'll Know,0.383,0.446,-8.522,0.0533,0.807,5.57e-06,0.103,0.199,207.459,opm
Stickwitu,0.637,0.67,-7.526,0.259,0.704,0.0,0.105,0.493,171.851,opm
Sunday Morning,0.745,0.634,-7.995,0.0862,0.505,0.0,0.261,0.728,88.04,opm
天使,0.392,0.482,-12.035,0.0309,0.0846,1.61e-05,0.0901,0.24,175.991,hong kong indie
"對不起,我愛你 - 演奏版",0.397,0.457,-6.723,0.0286,0.626,0.0,0.146,0.228,143.99,taiwan instrumental
飄洋過海來看你,0.632,0.265,-17.265,0.0359,0.781,0.906,0.0956,0.241,124.133,taiwan instrumental
吻別,0.681,0.319,-17.13,0.0367,0.796,0.854,0.0821,0.384,124.057,taiwan instrumental
Mickey's Countdown,0.864,0.534,-8.425,0.0451,0.218,0.0,0.161,0.936,95.06,"cartoon, ""childrens music"", disney, ""preschool childrens music"""
時光機,0.588,0.465,-7.488,0.0293,0.345,0.0,0.0763,0.392,126.898,cantopop
寵物,0.507,0.452,-7.154,0.0284,0.384,0.0,0.105,0.267,139.912,cantopop
負親,0.441,0.57,-5.485,0.0388,0.343,0.0,0.258,0.139,135.857,cantopop
門戶之見,0.508,0.406,-8.831,0.0586,0.376,0.0,0.0721,0.32,135.678,cantopop
你當我什麼,0.592,0.386,-8.913,0.0331,0.792,0.0,0.109,0.271,124.995,cantopop
悲哀代言人,0.504,0.52,-7.538,0.0312,0.331,0.0,0.197,0.334,136.394,cantopop
你當我什麼,0.598,0.386,-8.903,0.0311,0.787,0.0,0.103,0.302,124.985,cantopop
我還是甚麼,0.506,0.59,-5.766,0.0363,0.316,0.0,0.0942,0.311,124.277,cantopop
死亡之吻,0.591,0.656,-5.729,0.0337,0.44,0.0,0.223,0.286,143.982,cantopop
飢餓遊戲,0.322,0.708,-5.103,0.0347,0.598,0.0,0.286,0.519,73.123,cantopop
好好擁抱,0.532,0.6,-5.337,0.0308,0.45,0.0,0.182,0.404,143.962,cantopop
給自己的信,0.745,0.301,-8.973,0.0322,0.913,2.35e-06,0.103,0.642,125.836,cantopop
Built to Last,0.51,0.867,-3.436,0.034,0.0778,0.0,0.07,0.43,127.19,piano rock
If We Fall in Love,0.568,0.382,-9.906,0.0285,0.782,1.03e-05,0.0945,0.3,140.085,opm
Cool Off,0.481,0.547,-7.998,0.0321,0.262,2.53e-05,0.101,0.243,168.012,opm
Ikaw,0.654,0.336,-7.21,0.0307,0.575,0.0,0.0784,0.105,120.027,opm
Lapit,0.534,0.381,-7.74,0.0259,0.368,5.37e-06,0.0982,0.194,76.032,opm
Chinito,0.841,0.69,-5.415,0.0399,0.216,0.0123,0.363,0.73,127.986,opm
Una't Huling Pag-Ibig,0.339,0.204,-8.929,0.0328,0.931,0.000281,0.106,0.19,104.695,opm
Salamat,0.432,0.585,-7.295,0.0344,0.343,3.08e-05,0.334,0.223,153.906,opm
Ako Muna,0.547,0.573,-5.184,0.0311,0.576,0.000153,0.0676,0.193,135.991,opm
Hawak Kamay - Movie Version,0.296,0.465,-7.21,0.0478,0.517,4.06e-06,0.138,0.224,179.512,opm
Jeepney Love Story,0.604,0.443,-8.247,0.0311,0.435,0.000121,0.155,0.242,83.947,opm
Siguro,0.564,0.449,-7.492,0.0363,0.208,5.38e-06,0.127,0.569,76.041,opm
Pag Ayaw Mo Na,0.568,0.25,-10.37,0.03,0.584,0.001,0.14,0.388,147.894,opm
Pag-Ibig,0.858,0.433,-6.636,0.0342,0.0747,0.000166,0.156,0.648,123.984,opm
Hawak Kamay,0.49,0.371,-7.808,0.0337,0.655,1.18e-05,0.118,0.335,179.848,opm
Paasa - T.A.N.G.A.,0.74,0.604,-5.245,0.103,0.423,1.75e-06,0.243,0.323,140.065,opm
123木頭人,0.572,0.532,-5.101,0.028,0.6,0.0,0.196,0.276,127.93,taiwan idol pop
有一種愛叫放手,0.503,0.332,-10.978,0.043,0.862,0.0,0.0926,0.403,132.797,chinese audiophile
Ngiti,0.574,0.456,-8.899,0.0266,0.4,0.0,0.128,0.409,77.954,opm
Ngiti,0.57,0.454,-9.04,0.0269,0.453,0.0,0.127,0.463,77.965,opm
Gusto Kita,0.618,0.468,-8.219,0.0284,0.349,3.88e-05,0.106,0.179,71.994,opm
愛 · 無膽,0.467,0.572,-5.884,0.0437,0.636,0.0,0.167,0.591,114.268,cantopop
彌敦道,0.625,0.466,-7.242,0.0292,0.805,0.0,0.117,0.416,112.916,cantopop
難以取替,0.417,0.72,-4.68,0.0701,0.372,0.0,0.285,0.613,201.771,cantopop
獨活,0.543,0.381,-9.108,0.0478,0.565,0.0,0.124,0.399,131.752,cantopop
回到最愛的那天,0.635,0.303,-13.44,0.0351,0.52,0.0,0.34,0.556,116.056,cantopop
帶著骨灰去旅行,0.517,0.307,-12.591,0.0298,0.62,0.0,0.135,0.218,86.972,cantopop
獻醜,0.59,0.32,-15.515,0.0417,0.805,0.0,0.113,0.331,130.045,cantopop
你那邊好嗎?,0.492,0.405,-8.695,0.0328,0.755,0.0,0.108,0.322,138.074,cantopop
Miss Kita Pag Tuesday,0.717,0.452,-11.934,0.0352,0.464,0.0,0.0818,0.558,121.924,opm
Addicted,0.798,0.737,-4.701,0.0323,0.216,0.0,0.0717,0.51,117.948,hmong pop
洋蔥,0.607,0.544,-5.043,0.0282,0.242,0.0,0.106,0.236,129.967,mandopop
那個男人,0.442,0.489,-6.897,0.0368,0.687,0.0,0.125,0.288,69.972,mandopop
其實都沒有,0.537,0.396,-8.533,0.0363,0.927,8.54e-05,0.126,0.386,135.593,mandopop
一次就好,0.297,0.298,-11.66,0.0633,0.689,0.00434,0.127,0.147,169.169,mandopop
人質,0.354,0.272,-10.5,0.0341,0.558,0.0,0.104,0.22,146.952,mandopop
背叛,0.469,0.525,-7.292,0.0306,0.598,0.0,0.15,0.237,134.024,mandopop
幸福的風,0.635,0.417,-7.711,0.0316,0.692,0.0,0.191,0.174,110.052,mandopop
讓,0.488,0.352,-9.749,0.0442,0.714,0.0,0.217,0.269,80.198,mandopop
忘了我,0.485,0.51,-5.465,0.0357,0.61,0.000241,0.13,0.14,121.829,mandopop
半情歌,0.597,0.267,-9.83,0.0284,0.726,0.0,0.123,0.184,80.047,taiwan pop
99次我愛他,0.695,0.914,-5.887,0.0724,0.105,0.0,0.0604,0.786,128.055,taiwan pop
いつも何度でも(「千と千尋の神隠し」より),0.407,0.0838,-30.19,0.0523,0.994,0.879,0.0745,0.432,118.012,japanese instrumental
崖の上のポニョ(「崖の上のポニョ」より),0.348,0.12,-23.597,0.0415,0.993,0.885,0.145,0.264,145.896,japanese instrumental
人生のメリーゴーランド(「ハウルの動く城」より),0.389,0.164,-21.454,0.0363,0.986,0.93,0.127,0.394,137.448,japanese instrumental
あの日の川(「千と千尋の神隠し」より),0.396,0.0769,-22.829,0.053,0.99,0.66,0.0738,0.0635,70.93,japanese instrumental
ワルツ「KATZEN BLUT」(「猫の恩返し」より),0.491,0.0515,-24.975,0.0432,0.993,0.9,0.115,0.0933,64.187,japanese instrumental
となりのトトロ(「となりのトトロ」より),0.444,0.173,-24.065,0.042,0.994,0.897,0.101,0.562,79.339,japanese instrumental
君をのせて(「天空の城ラピュタ」より),0.396,0.184,-21.455,0.0375,0.989,0.838,0.109,0.343,77.23,japanese instrumental
其實我不快樂,0.56,0.755,-4.715,0.0383,0.0934,0.0,0.322,0.645,113.921,cantopop
最幸福的事,0.515,0.297,-9.511,0.0299,0.844,0.0,0.197,0.294,77.973,cantopop
我結婚了,0.596,0.425,-8.486,0.0331,0.653,0.0,0.17,0.245,120.999,cantopop
By Your Side (feat. Bajka),0.702,0.58,-7.863,0.036,0.111,9.22e-05,0.0983,0.8,90.003,bern indie
Remember,0.798,0.945,-4.272,0.0699,0.0203,0.0401,0.0525,0.594,117.852,bboy
Hindi Magbabago,0.515,0.172,-16.976,0.0318,0.685,0.000285,0.0983,0.135,130.409,classic opm
Babaero,0.799,0.622,-11.663,0.0352,0.186,4.26e-05,0.114,0.716,128.939,classic opm
不會愛,0.58,0.52,-6.702,0.0255,0.412,0.0,0.117,0.501,145.996,taiwan idol pop
出神入化,0.713,0.904,-4.347,0.0378,0.00878,0.0,0.0233,0.755,110.026,taiwan idol pop
寂寞暴走,0.467,0.787,-5.871,0.0301,0.0818,0.0,0.211,0.695,165.893,taiwan idol pop
永遠在身邊,0.589,0.649,-6.069,0.0394,0.373,0.0,0.0979,0.781,160.03,mandopop
結果咧,0.878,0.816,-5.334,0.136,0.0884,0.0,0.894,0.902,132.002,mandopop
國王皇后,0.909,0.68,-4.569,0.0404,0.0657,0.000123,0.0544,0.964,119.988,mandopop
喇舌,0.709,0.907,-6.021,0.0605,0.0161,0.0,0.138,0.955,80.015,mandopop
Maybe的機率,0.72,0.739,-5.047,0.0399,0.0628,0.0,0.101,0.462,90.006,mandopop
你的味道,0.545,0.386,-7.312,0.0307,0.75,0.0,0.326,0.308,75.794,cantopop
對我有感覺,0.598,0.619,-4.773,0.043,0.524,0.0,0.13,0.321,73.015,cantopop
不愛也是一種愛,0.538,0.592,-6.947,0.0302,0.685,0.0,0.126,0.236,139.873,cantopop
Farewell,0.406,0.455,-9.976,0.031,0.772,0.0,0.126,0.371,121.795,classic opm
So It's You,0.315,0.316,-10.871,0.0304,0.739,2.41e-06,0.0789,0.157,130.349,classic opm
I Need You Back,0.411,0.428,-8.813,0.0293,0.141,0.000245,0.17,0.26,124.255,classic opm
Saan Darating Ang Umaga,0.262,0.369,-13.354,0.0325,0.788,0.0178,0.209,0.0979,136.368,classic opm
直覺,0.54,0.403,-8.737,0.031,0.831,0.0,0.0765,0.347,140.048,cantopop
有故事的人,0.564,0.375,-11.75,0.0384,0.695,0.0,0.113,0.332,120.117,cantopop
上心,0.835,0.397,-7.63,0.0419,0.635,0.000636,0.113,0.534,120.006,cantopop
愛沒如果,0.619,0.456,-8.317,0.0343,0.651,1.99e-06,0.131,0.244,132.015,cantopop
擁抱愛,0.506,0.387,-11.101,0.049,0.69,1.91e-06,0.147,0.429,172.106,cantopop
女神,0.634,0.426,-5.653,0.0345,0.839,0.0,0.0912,0.282,81.935,cantopop
無表面傷痕,0.624,0.332,-13.197,0.037,0.611,0.0,0.128,0.543,130.125,cantopop
小夜燈,0.592,0.193,-12.25,0.0369,0.913,1.13e-06,0.0865,0.337,146.184,cantopop
あの夏へ(千と千尋の神隠し),0.377,0.178,-17.999,0.0597,0.993,0.879,0.109,0.115,164.388,japanese instrumental
