name_song,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genres
Hatıralar Müzesi,0.533,0.643,-11.34,0.102,0.148,7.29e-06,0.229,0.575,126.779,classic turkish pop
Neden Gelmedin,0.54,0.47,-11.372,0.0807,0.426,4.35e-06,0.298,0.227,116.604,classic turkish pop
Naciye,0.467,0.728,-6.321,0.0604,0.583,4.5e-05,0.158,0.755,121.488,classic turkish pop
Leyla,0.663,0.787,-7.227,0.0396,0.615,0.0,0.189,0.695,120.623,classic turkish pop
Alladı Pulladı,0.729,0.747,-14.205,0.0453,0.229,4.19e-06,0.0738,0.925,110.829,classic turkish pop
Alladı Pulladı,0.735,0.782,-12.307,0.0451,0.238,2.89e-06,0.0692,0.931,110.826,classic turkish pop
Şiirimin Dili,0.792,0.584,-13.197,0.0318,0.0512,8.98e-06,0.135,0.963,126.96,classic turkish pop
Hadi Canım Sende,0.746,0.487,-13.022,0.0408,0.0857,3.97e-06,0.294,0.471,127.86,classic turkish pop
Şiirimin Dili,0.806,0.985,-6.431,0.0822,0.229,0.0,0.206,0.818,124.979,classic turkish pop
Bu Ne Dünya,0.579,0.733,-5.13,0.0457,0.696,0.0,0.251,0.821,116.387,classic turkish pop
Yalan,0.425,0.678,-3.655,0.0376,0.322,0.0,0.112,0.407,129.352,classic turkish pop
Hoş Geldin Bahar,0.651,0.556,-6.445,0.0384,0.652,0.0,0.0815,0.765,140.655,classic turkish pop
Bu Ne Dünya Kardeşim,0.579,0.733,-5.13,0.0457,0.696,0.0,0.251,0.821,116.387,classic turkish pop
Gönlüm Seninle,0.545,0.624,-8.76,0.173,0.433,0.00115,0.225,0.95,106.792,classic turkish pop
Deli Divane,0.542,0.682,-6.148,0.0408,0.727,0.0,0.808,0.792,112.732,classic turkish pop
Hayalimdeki Adam,0.266,0.9,-6.575,0.135,0.353,3.8e-05,0.281,0.345,120.193,classic turkish pop
Bu Ne Dünya,0.579,0.733,-5.13,0.0457,0.696,0.0,0.251,0.821,116.387,classic turkish pop
Yalan,0.425,0.678,-3.655,0.0376,0.322,0.0,0.112,0.407,129.352,classic turkish pop
Oldu Olacak,0.504,0.459,-9.584,0.0372,0.59,9.82e-06,0.187,0.569,109.199,classic turkish pop
Rüya,0.404,0.632,-5.493,0.0499,0.732,6.62e-06,0.877,0.523,117.906,classic turkish pop
Yaşadıkça,0.365,0.69,-6.879,0.0398,0.709,0.0389,0.145,0.382,80.129,classic turkish pop
Hayalimdeki Adam,0.266,0.9,-6.575,0.135,0.353,3.8e-05,0.281,0.345,120.193,classic turkish pop
Bahar Yağmuru,0.592,0.615,-5.574,0.0562,0.697,0.0109,0.177,0.681,112.488,classic turkish pop
Şeker Çocuk,0.573,0.615,-7.952,0.0875,0.642,0.0,0.327,0.725,97.883,classic turkish pop
Sen Olsan Yeter,0.403,0.672,-3.642,0.0298,0.1,2.74e-06,0.102,0.589,101.833,classic turkish pop
Kırık Kalp,0.469,0.671,-6.777,0.0774,0.794,0.0,0.708,0.786,81.208,classic turkish pop
İsterim Ki,0.367,0.68,-7.084,0.0473,0.619,0.0,0.804,0.809,143.754,classic turkish pop
Yalan,0.425,0.678,-3.655,0.0376,0.322,0.0,0.112,0.407,129.37,classic turkish pop
Ağla Gözlerim Ağla,0.606,0.683,-8.847,0.0511,0.54,0.0,0.251,0.724,117.761,classic turkish pop
Kimbilir,0.611,0.741,-9.369,0.0478,0.412,8.36e-06,0.0876,0.739,121.532,classic turkish pop
Gündüzüm Seninle Gecem Seninle,0.307,0.448,-9.45,0.0387,0.645,1.92e-05,0.153,0.239,132.045,classic turkish pop
Acı Gerçekler,0.444,0.646,-7.181,0.0391,0.571,0.0,0.167,0.521,116.527,classic turkish pop
Yaşadıkça,0.365,0.69,-6.879,0.0398,0.709,0.0389,0.145,0.382,80.129,classic turkish pop
Büklüm Büklüm,0.402,0.582,-6.853,0.0408,0.69,0.249,0.407,0.514,115.425,classic turkish pop
Uzun İnce Bir Yoldayım,0.507,0.328,-11.602,0.032,0.873,0.0,0.179,0.57,119.287,classic turkish pop
Ağla Gözlerim Ağla,0.488,0.431,-14.744,0.0339,0.66,1.65e-06,0.667,0.908,137.699,classic turkish pop
"Gidiyorum, Gidiyorum",0.482,0.409,-14.961,0.0977,0.613,0.0,0.603,0.465,80.098,classic turkish pop
Bir Fincan Kahve Olsam,0.528,0.712,-8.241,0.0788,0.31,0.0,0.567,0.715,131.557,classic turkish pop
İkimiz Bir Fidanız,0.596,0.619,-9.799,0.198,0.492,0.0,0.242,0.549,176.838,classic turkish pop
Bim Bam Bom,0.766,0.735,-6.448,0.0559,0.646,0.0,0.284,0.948,124.711,classic turkish pop
Yağmuru Durdurabilir misin?,0.385,0.415,-13.823,0.0867,0.787,0.0,0.154,0.71,156.554,classic turkish pop
Lay Lay Lom,0.695,0.409,-11.946,0.0348,0.659,1.73e-05,0.0659,0.656,125.565,classic turkish pop
Girne'den Yol Bağladık,0.69,0.371,-12.176,0.0988,0.57,2.44e-05,0.236,0.612,127.966,classic turkish pop
Bim Bam Bom,0.785,0.593,-11.13,0.0535,0.659,0.0,0.104,0.952,125.337,classic turkish pop
Çaresizim,0.429,0.505,-7.853,0.0302,0.354,0.0,0.117,0.58,77.245,
Affetmem,0.733,0.521,-10.804,0.0578,0.282,3.07e-05,0.131,0.967,121.222,
Mutluluğa Doğru,0.428,0.339,-9.451,0.0285,0.762,0.0,0.333,0.638,99.367,
Affetmem,0.733,0.521,-10.804,0.0578,0.282,3.07e-05,0.131,0.967,121.222,
Affetmem,0.733,0.521,-10.804,0.0578,0.282,3.07e-05,0.131,0.967,121.223,
Çaresizim,0.429,0.505,-7.853,0.0302,0.354,0.0,0.117,0.58,77.245,
Sen,0.36,0.335,-13.934,0.036,0.0893,0.0,0.256,0.193,83.003,
Mutluluğa Doğru,0.428,0.339,-9.451,0.0285,0.762,0.0,0.333,0.638,99.367,
Keep It Warm,0.707,0.405,-9.044,0.0261,0.327,0.0,0.144,0.518,106.638,classic rock
Elenore,0.511,0.83,-7.181,0.07,0.168,0.000237,0.253,0.88,142.596,classic rock
La Gran Tribulacion,0.517,0.33,-16.49,0.0735,0.275,0.0957,0.0568,0.619,183.279,"mariachi cristiano, shibuya-kei"
No Hay Quien Te Vea y Viva,0.567,0.284,-15.97,0.0348,0.583,0.0103,0.107,0.311,110.571,"mariachi cristiano, shibuya-kei"
Por Que Te Alejas de Dios,0.65,0.243,-16.442,0.0312,0.583,0.0164,0.109,0.631,91.21,"mariachi cristiano, shibuya-kei"
Bendice Tu Pueblo Señor,0.634,0.465,-14.237,0.0711,0.308,0.0298,0.0918,0.76,94.579,"mariachi cristiano, shibuya-kei"
Habla por Mi Señor,0.693,0.306,-16.323,0.0353,0.113,0.135,0.084,0.602,94.691,"mariachi cristiano, shibuya-kei"
El Camino del Evangelio,0.657,0.474,-15.275,0.0705,0.403,0.00059,0.169,0.658,102.372,"mariachi cristiano, shibuya-kei"
Cuando Clamo a Ti,0.77,0.475,-10.807,0.0314,0.131,3.83e-05,0.062,0.837,110.567,"mariachi cristiano, shibuya-kei"
Las Cosas Viejas Pasaron,0.811,0.437,-12.927,0.0333,0.131,7.11e-06,0.0553,0.769,97.91,"mariachi cristiano, shibuya-kei"
Quiero Amarte,0.596,0.432,-12.41,0.0365,0.621,1.28e-06,0.0962,0.641,99.477,"mariachi cristiano, shibuya-kei"
Te Alabo,0.721,0.285,-16.541,0.0437,0.57,6.74e-06,0.106,0.651,79.929,"mariachi cristiano, shibuya-kei"
Ya Tengo Lo Que Buscaba,0.738,0.326,-16.657,0.0471,0.42,0.0309,0.0971,0.655,93.777,"mariachi cristiano, shibuya-kei"
Malagradecido Soy,0.797,0.616,-12.621,0.0538,0.285,0.0,0.16,0.966,149.433,"mariachi cristiano, shibuya-kei"
Era uno Mas,0.696,0.451,-12.086,0.0363,0.0506,3.99e-06,0.19,0.711,101.153,"mariachi cristiano, shibuya-kei"
Cantemos Aleluya,0.551,0.477,-14.331,0.0503,0.0162,0.00536,0.156,0.81,133.501,"mariachi cristiano, shibuya-kei"
A Mi Lado Esta el Señor,0.357,0.373,-14.399,0.0524,0.665,2.05e-06,0.338,0.424,138.919,"mariachi cristiano, shibuya-kei"
Cantemos Hermanos,0.297,0.651,-13.023,0.0841,0.844,0.00412,0.426,0.776,136.504,"mariachi cristiano, shibuya-kei"
Cuando Vas a Comenzar,0.29,0.532,-14.915,0.0589,0.519,0.000167,0.343,0.448,90.442,"mariachi cristiano, shibuya-kei"
Apoyate en Cristo,0.571,0.597,-14.799,0.124,0.707,0.0,0.276,0.811,136.163,"mariachi cristiano, shibuya-kei"
Ayuda a Tu Pueblo,0.431,0.447,-17.103,0.0521,0.605,0.00165,0.701,0.841,134.102,"mariachi cristiano, shibuya-kei"
Cristo Vive en Mi,0.552,0.454,-15.205,0.079,0.395,0.00047,0.128,0.881,117.515,"mariachi cristiano, shibuya-kei"
Soy un Pecador,0.627,0.519,-16.29,0.0758,0.727,0.0381,0.21,0.776,111.139,"mariachi cristiano, shibuya-kei"
Se Sincero Con Dios,0.604,0.521,-18.784,0.0554,0.641,3.33e-06,0.342,0.846,110.406,"mariachi cristiano, shibuya-kei"
A Donde Vas,0.57,0.514,-13.063,0.19,0.464,4.46e-05,0.193,0.684,112.517,"mariachi cristiano, shibuya-kei"
Escondeme en Tu Mano,0.735,0.279,-16.368,0.0873,0.701,0.0541,0.101,0.616,112.978,"mariachi cristiano, shibuya-kei"
Nunca Me Ha Dejado,0.456,0.344,-16.093,0.0569,0.0248,0.0211,0.0957,0.595,77.157,"mariachi cristiano, shibuya-kei"
Peregrino Soy,0.676,0.505,-17.214,0.304,0.173,0.000435,0.0389,0.966,101.039,"mariachi cristiano, shibuya-kei"
No Sufras Mas,0.556,0.418,-17.396,0.0307,0.331,0.0083,0.0991,0.699,104.491,"mariachi cristiano, shibuya-kei"
Sin Ti,0.637,0.479,-12.869,0.0395,0.0163,0.0,0.0456,0.466,135.61,"mariachi cristiano, shibuya-kei"
Mi Casa Y Yo,0.784,0.669,-10.577,0.0642,0.56,1.2e-06,0.226,0.966,90.139,"mariachi cristiano, shibuya-kei"
Quien Como Tu,0.742,0.453,-11.081,0.0361,0.526,7.04e-05,0.0862,0.637,95.832,"mariachi cristiano, shibuya-kei"
La Oracion,0.695,0.386,-12.096,0.03,0.489,0.0,0.0896,0.691,91.917,"mariachi cristiano, shibuya-kei"
Levantame Señor,0.615,0.427,-12.049,0.0259,0.459,9.26e-06,0.309,0.604,82.96,"mariachi cristiano, shibuya-kei"
Tu Presencia,0.659,0.344,-13.416,0.0314,0.351,0.0,0.234,0.53,139.038,"mariachi cristiano, shibuya-kei"
Quiero Amarte (Italiano),0.61,0.457,-12.257,0.0395,0.578,0.0,0.103,0.526,99.766,"mariachi cristiano, shibuya-kei"
Muchas Formas de Alabarte,0.68,0.576,-12.583,0.0348,0.125,2.52e-06,0.104,0.39,102.489,"mariachi cristiano, shibuya-kei"
Tomado de la Mano,0.812,0.647,-10.798,0.0596,0.284,0.0,0.296,0.924,123.072,"mariachi cristiano, shibuya-kei"
Monte Calvario,0.529,0.433,-12.715,0.0418,0.0892,1.56e-06,0.0519,0.342,83.154,"mariachi cristiano, shibuya-kei"
Quien Entrara,0.493,0.379,-15.05,0.0595,0.197,3.14e-05,0.131,0.659,168.758,"mariachi cristiano, shibuya-kei"
Soldado de Jesus,0.535,0.609,-11.72,0.105,0.137,0.0,0.146,0.925,200.243,"mariachi cristiano, shibuya-kei"
No Quites Tus Ojos De Mi,0.698,0.403,-12.416,0.0391,0.224,0.000333,0.299,0.894,119.167,"mariachi cristiano, shibuya-kei"
Mi Pensamiento Eres Tu,0.831,0.341,-14.452,0.0319,0.572,1.28e-05,0.226,0.957,106.802,"mariachi cristiano, shibuya-kei"
Como Corre el Rio,0.795,0.627,-13.802,0.0454,0.469,0.0,0.0718,0.969,94.863,"mariachi cristiano, shibuya-kei"
Te Alabaran Todos Los Reyes,0.81,0.463,-14.239,0.0421,0.295,0.0,0.0644,0.967,114.762,"mariachi cristiano, shibuya-kei"
Cantar Salmos a Tu Nombre,0.849,0.501,-14.759,0.0759,0.504,2.95e-06,0.0371,0.971,89.934,"mariachi cristiano, shibuya-kei"
Hoy Mas Que Nunca,0.527,0.261,-15.974,0.037,0.291,1.42e-05,0.165,0.643,182.47,"mariachi cristiano, shibuya-kei"
Asi Se Alaba a Dios,0.82,0.556,-14.022,0.0405,0.114,0.0,0.3,0.97,111.873,"mariachi cristiano, shibuya-kei"
Jehova Eres Mi Dios,0.671,0.275,-16.467,0.0349,0.623,0.115,0.0861,0.672,171.369,"mariachi cristiano, shibuya-kei"
Hoy Mas Que Nunca Senor,0.508,0.267,-15.997,0.0356,0.276,1.33e-05,0.15,0.659,182.473,"mariachi cristiano, shibuya-kei"
Te Alabaran Todos los Reyes,0.807,0.464,-14.213,0.0404,0.311,0.0,0.0473,0.969,114.764,"mariachi cristiano, shibuya-kei"
Mi Pensamiento Eres Tu,0.831,0.336,-14.373,0.0339,0.612,1.09e-05,0.0922,0.946,106.776,"mariachi cristiano, shibuya-kei"
Agradecimiento,0.777,0.404,-8.115,0.0289,0.716,0.0,0.108,0.799,99.825,"mariachi cristiano, shibuya-kei"
Te Alabo,0.723,0.291,-16.619,0.0419,0.625,8.37e-06,0.103,0.669,79.896,"mariachi cristiano, shibuya-kei"
Cristo Es Todo para Mi,0.614,0.454,-8.067,0.0295,0.676,0.0,0.137,0.716,171.553,"mariachi cristiano, shibuya-kei"
El Gozo de la Semana,0.786,0.677,-8.326,0.0433,0.289,0.0,0.188,0.967,85.855,"mariachi cristiano, shibuya-kei"
Que Sera de Ti,0.894,0.464,-9.66,0.0369,0.58,0.00155,0.2,0.716,91.725,"mariachi cristiano, shibuya-kei"
Que No Se Enfrie Nuestro Amor,0.868,0.639,-7.44,0.0349,0.42,0.000131,0.0837,0.903,127.837,"mariachi cristiano, shibuya-kei"
Que Le Pasa a Mi Vida,0.82,0.416,-10.14,0.0352,0.431,0.0,0.703,0.819,96.939,"mariachi cristiano, shibuya-kei"
El Consolador,0.814,0.706,-7.074,0.0334,0.21,9.37e-06,0.143,0.96,99.571,"mariachi cristiano, shibuya-kei"
I Am Jesus Christ / Yo Soy Jesus (Instrumental),0.411,0.281,-12.337,0.0265,0.266,0.93,0.137,0.0521,75.073,"mariachi cristiano, shibuya-kei"
No Sube Mi Oracion,0.362,0.558,-8.035,0.0334,0.114,1.4e-06,0.249,0.33,86.289,"mariachi cristiano, shibuya-kei"
Cuando Vuelvas A Casa,0.603,0.226,-13.424,0.035,0.741,0.0,0.167,0.58,104.004,"mariachi cristiano, shibuya-kei"
Que Bueno Es El Senor,0.711,0.475,-11.73,0.0434,0.519,0.0,0.0633,0.938,106.926,"mariachi cristiano, shibuya-kei"
Sustentame Senor,0.584,0.393,-11.416,0.0332,0.332,6.11e-06,0.0741,0.586,96.529,"mariachi cristiano, shibuya-kei"
La Musica Es de Dios (Instrumental),0.746,0.724,-13.576,0.0588,0.567,0.841,0.113,0.921,104.188,"mariachi cristiano, shibuya-kei"
Yo Soy Jesus,0.445,0.426,-14.87,0.0495,0.528,0.0,0.346,0.425,74.765,"mariachi cristiano, shibuya-kei"
Es Tiempo Ya,0.67,0.54,-13.204,0.0762,0.707,0.0,0.485,0.863,132.597,"mariachi cristiano, shibuya-kei"
Viva el Señor,0.535,0.512,-13.977,0.206,0.616,0.0,0.536,0.961,92.852,"mariachi cristiano, shibuya-kei"
Al Final del Camino,0.545,0.443,-11.664,0.0424,0.531,0.0,0.0984,0.677,93.629,"mariachi cristiano, shibuya-kei"
Lo Que Parte el Corazon,0.756,0.57,-10.814,0.0512,0.174,0.0,0.1,0.928,148.584,"mariachi cristiano, shibuya-kei"
Ha Nacido El Salvador,0.506,0.569,-10.952,0.0342,0.0947,0.0,0.102,0.579,97.674,"mariachi cristiano, shibuya-kei"
Tengo Donde Descansar,0.673,0.643,-10.06,0.0305,0.242,2.49e-06,0.196,0.91,137.271,"mariachi cristiano, shibuya-kei"
Piensalo,0.739,0.43,-12.529,0.0323,0.223,1.08e-05,0.0855,0.707,122.266,"mariachi cristiano, shibuya-kei"
Seguire Mi Camino,0.692,0.492,-10.735,0.0288,0.436,3.68e-05,0.0703,0.895,131.737,"mariachi cristiano, shibuya-kei"
Libre En Cristo,0.682,0.571,-10.31,0.0343,0.0792,3.49e-06,0.0839,0.932,115.75,"mariachi cristiano, shibuya-kei"
Su Palabra Viva,0.829,0.758,-7.192,0.0502,0.497,5.28e-06,0.0939,0.931,124.545,"mariachi cristiano, shibuya-kei"
Jehova Peleara por Mi,0.77,0.631,-8.443,0.0413,0.726,0.000622,0.204,0.805,94.78,"mariachi cristiano, shibuya-kei"
Holy Santo,0.815,0.533,-11.479,0.0356,0.308,0.0,0.197,0.973,97.218,"mariachi cristiano, shibuya-kei"
Me Librara Jesus (Instrumental),0.438,0.349,-10.396,0.028,0.299,0.897,0.132,0.729,169.682,"mariachi cristiano, shibuya-kei"
Busco un Amigo,0.643,0.437,-7.492,0.0395,0.617,1.28e-05,0.126,0.92,125.794,"mariachi cristiano, shibuya-kei"
Que Vale Mas,0.65,0.294,-12.424,0.0385,0.536,0.228,0.132,0.725,81.776,"mariachi cristiano, shibuya-kei"
Me Librara,0.744,0.482,-9.473,0.0276,0.156,1.36e-05,0.0915,0.884,97.447,"mariachi cristiano, shibuya-kei"
Ven Espiritu Divino,0.79,0.689,-8.754,0.0325,0.573,4.27e-06,0.145,0.968,114.862,"mariachi cristiano, shibuya-kei"
Dios Sabe Que Es Asi,0.545,0.427,-8.488,0.0264,0.246,0.0,0.438,0.645,101.131,"mariachi cristiano, shibuya-kei"
Cristo Es la Peña,0.317,0.423,-9.225,0.0571,0.285,0.0,0.161,0.884,201.672,"mariachi cristiano, shibuya-kei"
Deten Tu Mano Señor,0.547,0.397,-8.595,0.0304,0.433,0.0,0.165,0.7,120.139,"mariachi cristiano, shibuya-kei"
Una Vez Caminando,0.456,0.369,-9.45,0.0269,0.665,0.000102,0.184,0.42,79.77,"mariachi cristiano, shibuya-kei"
Jehova Eres Mi Dios,0.672,0.272,-16.485,0.0333,0.581,0.0953,0.0719,0.697,171.37,"mariachi cristiano, shibuya-kei"
Trabajo Hermoso,0.496,0.409,-7.652,0.0284,0.559,6.65e-05,0.227,0.656,99.441,"mariachi cristiano, shibuya-kei"
Toma Tu Cruz,0.744,0.463,-9.507,0.0317,0.116,0.000351,0.11,0.582,100.784,"mariachi cristiano, shibuya-kei"
Ya Viene la Navidad,0.81,0.786,-6.948,0.11,0.301,0.0,0.0871,0.727,105.965,"mariachi cristiano, shibuya-kei"
Que No Se Apague el Fuego,0.849,0.802,-5.636,0.0316,0.272,8.97e-05,0.361,0.953,100.577,"mariachi cristiano, shibuya-kei"
Dios Ayuda,0.745,0.876,-5.061,0.0272,0.12,0.00131,0.314,0.952,100.736,"mariachi cristiano, shibuya-kei"
Te Necesito,0.825,0.64,-9.783,0.125,0.17,6.33e-05,0.431,0.868,143.904,"mariachi cristiano, shibuya-kei"
Gloria Aleluya,0.569,0.619,-7.696,0.0243,0.0152,0.000884,0.12,0.678,86.698,"mariachi cristiano, shibuya-kei"
El Dueño de la Vida,0.849,0.501,-11.677,0.0529,0.391,0.00202,0.0929,0.904,118.673,"mariachi cristiano, shibuya-kei"
Porque el Vive,0.686,0.556,-7.697,0.0283,0.0875,0.0,0.219,0.501,98.185,"mariachi cristiano, shibuya-kei"
Tiempo de Luchar,0.723,0.7,-6.452,0.0317,0.00192,3.65e-06,0.0872,0.97,115.427,"mariachi cristiano, shibuya-kei"
Ni el Dia Ni la Hora,0.698,0.715,-7.086,0.03,0.241,0.0,0.0847,0.971,87.576,"mariachi cristiano, shibuya-kei"
Por Que Te Abates,0.762,0.786,-6.817,0.0285,0.223,0.000341,0.0453,0.946,115.497,"mariachi cristiano, shibuya-kei"
Por Que He de Temer,0.555,0.622,-6.054,0.0335,0.102,0.0,0.12,0.922,195.021,"mariachi cristiano, shibuya-kei"
Mi Amigo Jesus,0.631,0.411,-8.33,0.0335,0.15,0.000112,0.145,0.708,74.864,"mariachi cristiano, shibuya-kei"
Amigo Fiel,0.534,0.503,-13.873,0.0777,0.539,0.0,0.0797,0.696,173.701,"mariachi cristiano, shibuya-kei"
No Vengas Todavia,0.713,0.715,-10.403,0.0488,0.509,1.36e-05,0.138,0.738,101.958,"mariachi cristiano, shibuya-kei"
Tiendeme Tu Mano,0.697,0.387,-12.714,0.0406,0.502,0.0,0.236,0.698,91.66,"mariachi cristiano, shibuya-kei"
A Quien Iremos,0.65,0.519,-8.088,0.0285,0.537,0.0,0.317,0.647,94.853,"mariachi cristiano, shibuya-kei"
Alabarte Dios,0.621,0.375,-7.522,0.0274,0.506,2.62e-06,0.345,0.608,94.849,"mariachi cristiano, shibuya-kei"
Gracias Cristo,0.629,0.455,-8.037,0.0255,0.104,4.87e-06,0.148,0.503,82.243,"mariachi cristiano, shibuya-kei"
Alabare a Mi Señor,0.706,0.513,-8.292,0.0312,0.609,2.33e-06,0.324,0.697,95.766,"mariachi cristiano, shibuya-kei"
Todo Es Vanidad,0.78,0.444,-8.16,0.0387,0.243,0.000126,0.213,0.598,83.826,"mariachi cristiano, shibuya-kei"
Como Corre El Rio,0.795,0.63,-13.76,0.0475,0.501,0.0,0.0794,0.968,94.86,"mariachi cristiano, shibuya-kei"
Te Acuerdas Jehova,0.725,0.46,-8.478,0.0433,0.302,0.262,0.188,0.614,169.59,"mariachi cristiano, shibuya-kei"
Yo Se Que el Vive,0.645,0.777,-5.204,0.0707,0.218,6.39e-06,0.51,0.697,161.074,"mariachi cristiano, shibuya-kei"
Sunshower,0.564,0.342,-19.713,0.0453,0.0246,0.0,0.067,0.519,117.834,disco
Cherchez la Femme / Se Si Bon,0.699,0.333,-19.342,0.0595,0.00401,0.0,0.0607,0.533,115.147,disco
Hard Times - Digitally Mastered - August 1988,0.621,0.243,-21.96,0.0368,0.167,0.0,0.305,0.296,106.522,disco
I'll Play The Fool - Digitally Mastered - August 1988,0.592,0.563,-15.245,0.0523,0.0108,0.0,0.0571,0.86,106.029,disco
Aşk Dediğin Laftır,0.693,0.873,-3.846,0.192,0.389,0.0,0.101,0.965,106.392,classic turkish pop
Rüzgar Gibi Geçti,0.529,0.794,-4.236,0.0646,0.18,0.000123,0.737,0.869,121.905,classic turkish pop
Pişmanlık Duymadın Mı,0.554,0.572,-8.77,0.0291,0.543,1.81e-05,0.265,0.661,109.324,classic turkish pop
Şiribim Şiribom,0.721,0.846,-5.39,0.0468,0.628,0.0,0.427,0.964,109.022,classic turkish pop
Randevu,0.178,0.777,-5.242,0.0553,0.264,0.0,0.191,0.45,186.4,classic turkish pop
Kıskanırım Seni Ben,0.581,0.678,-9.212,0.0776,0.224,0.00637,0.202,0.897,123.777,classic turkish pop
Lafımı Olur,0.685,0.711,-12.571,0.0604,0.2,1.16e-05,0.367,0.86,171.64,classic turkish pop
Papatya,0.601,0.426,-6.531,0.0503,0.625,8.63e-06,0.0709,0.761,116.575,classic turkish pop
Rzuć to wszystko co złe,0.588,0.432,-14.222,0.0398,0.593,0.1,0.298,0.858,126.835,classic polish pop
"Tak daleko stąd, tak blisko",0.625,0.405,-10.036,0.078,0.76,0.0,0.129,0.637,134.414,classic polish pop
Lubię wracać tam gdzie byłem,0.339,0.373,-9.149,0.0291,0.732,0.000778,0.34,0.297,167.788,classic polish pop
Panny mego dziadka,0.437,0.452,-13.608,0.0308,0.57,0.0262,0.302,0.539,73.522,classic polish pop
Znajdziesz mnie znowu,0.448,0.496,-10.429,0.0646,0.068,0.0,0.0989,0.735,149.56,classic polish pop
Posłuchaj mnie spokojnie,0.524,0.445,-14.258,0.0391,0.655,0.000136,0.102,0.595,113.287,classic polish pop
Dziewczyna z konwaliami,0.714,0.139,-20.487,0.0408,0.746,0.356,0.076,0.544,121.004,classic polish pop
Wieczór już,0.541,0.47,-15.923,0.0676,0.457,0.0158,0.158,0.785,128.556,classic polish pop
Odjechałaś tak daleko,0.351,0.155,-18.895,0.0487,0.949,0.0153,0.0715,0.12,86.112,classic polish pop
Pie?? ciszy,0.338,0.159,-20.177,0.0367,0.829,0.0481,0.211,0.162,86.247,classic polish pop
Kochałem panią kilka chwil,0.375,0.26,-15.51,0.0289,0.692,0.0766,0.149,0.344,90.605,classic polish pop
Partyjka,0.654,0.0876,-22.034,0.0449,0.806,0.00116,0.128,0.54,118.962,classic polish pop
Przedmieście,0.591,0.401,-16.248,0.064,0.638,0.0743,0.0986,0.696,120.979,classic polish pop
Ballada o Jasiu i Małgosi,0.441,0.268,-17.419,0.0309,0.693,0.304,0.101,0.191,80.9,classic polish pop
Oczarowanie,0.402,0.392,-9.284,0.0328,0.782,0.000101,0.315,0.363,96.18,classic polish pop
Zabiorę cię dziś na bal,0.358,0.417,-8.629,0.0292,0.757,0.000741,0.366,0.153,145.866,classic polish pop
Tak bardzo wierzę w nas,0.445,0.534,-9.146,0.0667,0.397,0.0,0.359,0.504,177.915,classic polish pop
Zacznij od Bacha,0.389,0.604,-8.318,0.033,0.57,2.7e-05,0.136,0.583,103.427,classic polish pop
Chałupy Welcome to,0.63,0.687,-7.251,0.0429,0.547,0.0,0.164,0.765,127.552,classic polish pop
Opowiadaj mi tak,0.324,0.488,-9.204,0.063,0.392,6.63e-06,0.0636,0.751,174.114,classic polish pop
Znajdziesz mnie znowu,0.434,0.513,-8.231,0.0519,0.0329,0.0,0.208,0.765,147.097,classic polish pop
Nad wszystko uśmiech twój,0.449,0.6,-8.826,0.0333,0.487,0.0,0.185,0.399,159.977,classic polish pop
Zacznij od Bacha,0.229,0.642,-5.646,0.0462,0.699,4.2e-05,0.242,0.299,172.741,classic polish pop
Chalupy welcome to,0.639,0.788,-5.718,0.0304,0.235,0.0,0.113,0.885,123.916,classic polish pop
Pszczolka Maja,0.387,0.729,-5.877,0.0511,0.66,0.0,0.243,0.651,200.499,classic polish pop
Opowiadaj mi tak,0.352,0.562,-5.715,0.0462,0.745,1.88e-06,0.122,0.34,176.877,classic polish pop
Teatr uczy nas zyc,0.406,0.486,-5.604,0.0446,0.709,0.0,0.169,0.344,141.646,classic polish pop
Teddy Bear,0.589,0.398,-16.012,0.382,0.781,0.0,0.0683,0.725,109.664,truck-driving country
Teddy Bear,0.592,0.541,-10.53,0.332,0.783,0.0,0.0706,0.701,109.625,truck-driving country
Sixteen Tons,0.542,0.337,-16.55,0.15,0.708,2.53e-06,0.103,0.473,147.412,truck-driving country
Philadelphia Lawyer,0.654,0.238,-13.199,0.0451,0.916,4.16e-06,0.349,0.654,141.886,truck-driving country
Ten Percent,0.533,0.908,-8.688,0.13,0.0323,2.21e-05,0.0732,0.577,121.541,philly soul
My Love Is Free,0.615,0.778,-9.008,0.0553,0.00358,0.0169,0.0674,0.62,114.236,philly soul
Everyman,0.544,0.855,-8.115,0.101,0.00963,0.000865,0.283,0.805,106.018,philly soul
Space Talk,0.638,0.432,-17.345,0.0754,0.142,0.019,0.213,0.693,98.932,indian jazz
The Devil Is Loose,0.526,0.473,-14.582,0.0624,0.186,0.0155,0.0915,0.44,64.714,indian jazz
Aynalar,0.337,0.481,-8.856,0.0335,0.841,0.00576,0.448,0.271,129.361,classic turkish pop
